"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"p_0001";"v_1";"v_12";"v_13";"v_14";"v_15";"v_16";"v_17";"v_9";"v_20";"v_21";"v_10";"v_11";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6658839";"rts6658840";"rts6658841";"rts6669991";"rts6670219";"rts6674846";"rnd_pg_6658842"
"254";"0";"0";"33";"6658837";"-77";"158";"-77";"1";"6";"6";"5";"4";"5";"3";"4";"2";"-99";"55";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"39ae6f7ea1490dffc17244a43f0edd30";"1";"0";"1687422433";"2023-06-22 08:27:13";"2023-06-22 08:29:51";"0000-00-00 00:00:00";"49";"83";"0";"136";"158";"144";"6658840"
"255";"0";"0";"33";"6658837";"-77";"76";"4969";"1";"4";"4";"5";"2";"5";"5";"3";"2";"-99";"24";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.51";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"0d00d9294eb8137460016e9af06d3b2f";"1";"0";"1687424681";"2023-06-22 09:04:41";"2023-06-22 09:05:57";"0000-00-00 00:00:00";"5";"29";"0";"56";"76";"62";"6658840"
"256";"0";"0";"33";"6658837";"-77";"118";"-77";"1";"6";"6";"6";"4";"6";"6";"6";"2";"-99";"26";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"ee1358afeed085acf9cb552211d52416";"1";"0";"1687425129";"2023-06-22 09:12:09";"2023-06-22 09:14:07";"0000-00-00 00:00:00";"16";"0";"58";"100";"118";"109";"6658841"
"257";"0";"0";"33";"6658837";"-77";"59";"3853";"1";"6";"3";"5";"4";"6";"3";"2";"2";"-99";"21";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"bc07180d78b7ba4c50df42a31d7e402c";"1";"0";"1687425579";"2023-06-22 09:19:39";"2023-06-22 09:20:38";"0000-00-00 00:00:00";"6";"28";"0";"47";"59";"52";"6658840"
"258";"0";"0";"33";"6658837";"-77";"104";"3682";"1";"6";"6";"5";"4";"6";"5";"5";"2";"-99";"19";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"51f947bd30af1498b5dc5bfab1aae4c2";"1";"0";"1687427355";"2023-06-22 09:49:15";"2023-06-22 09:50:59";"0000-00-00 00:00:00";"18";"0";"57";"86";"104";"94";"6658841"
"259";"0";"0";"33";"6658837";"-77";"152";"4252";"1";"5";"4";"5";"3";"3";"4";"2";"2";"-99";"22";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"41c3eac56498a54de116704ad75ce0d0";"1";"0";"1687430550";"2023-06-22 10:42:30";"2023-06-22 10:45:02";"0000-00-00 00:00:00";"16";"48";"0";"124";"152";"142";"6658840"
"260";"0";"0";"33";"6658837";"-77";"183";"3559";"1";"7";"6";"6";"2";"6";"6";"3";"2";"-99";"18";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"2c240b421a4285f7b26b6321900e2bd1";"1";"0";"1687431045";"2023-06-22 10:50:45";"2023-06-22 10:53:48";"0000-00-00 00:00:00";"13";"0";"117";"160";"183";"171";"6658841"
"261";"0";"0";"33";"6658837";"-77";"175";"4036";"1";"6";"5";"6";"3";"6";"5";"5";"2";"-99";"22";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.51";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"3b120a145493289bef4725f37aed09a1";"1";"0";"1687433535";"2023-06-22 11:32:15";"2023-06-22 11:35:10";"0000-00-00 00:00:00";"70";"0";"121";"154";"175";"163";"6658841"
"262";"0";"0";"33";"6658837";"-77";"172";"-77";"1";"5";"4";"4";"3";"5";"2";"2";"2";"-99";"31";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.38(0x1800262a) NetType/WIFI Language/zh_CN";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"033e4d26342685fb15f09d257af6ca5d";"1";"0";"1687434167";"2023-06-22 11:42:47";"2023-06-22 11:45:39";"0000-00-00 00:00:00";"18";"64";"0";"143";"172";"158";"6658840"
"264";"0";"0";"33";"6658837";"-77";"85";"-77";"1";"4";"3";"3";"1";"3";"2";"4";"1";"-99";"39";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36";"https://www.linkedin.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"1154c24fb0d2391985d58e5943d44b52";"1";"0";"1687443772";"2023-06-22 14:22:52";"2023-06-22 14:24:17";"0000-00-00 00:00:00";"13";"45";"0";"68";"85";"76";"6658840"
"288";"0";"0";"33";"6658837";"-77";"114";"3250";"1";"6";"6";"6";"6";"6";"6";"7";"2";"-99";"39";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.51";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"af657a07bfb6690ec2ccab9c25bb30da";"1";"0";"1687502713";"2023-06-23 06:45:13";"2023-06-23 06:47:07";"0000-00-00 00:00:00";"7";"0";"53";"88";"114";"96";"6658841"
"293";"0";"0";"33";"6658837";"-77";"173";"4762";"1";"6";"5";"6";"5";"6";"6";"5";"2";"-99";"43";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393";"https://fu-berlin.sona-systems.com/exp_sign_up.aspx?experiment_id=138&timeslot_id=2458";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"11e6aac3773b26b88c8e06665c892e5c";"1";"0";"1687526210";"2023-06-23 13:16:50";"2023-06-23 13:19:43";"0000-00-00 00:00:00";"14";"122";"0";"152";"173";"162";"6658840"
"322";"0";"0";"33";"6658837";"-77";"110";"3334";"1";"6";"5";"6";"5";"6";"5";"7";"2";"-99";"25";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"55e57b4686bb757e5fafe222c95bd7b4";"1";"0";"1687628129";"2023-06-24 17:35:29";"2023-06-24 17:37:19";"0000-00-00 00:00:00";"12";"0";"49";"91";"110";"98";"6658841"
"346";"0";"0";"33";"6658837";"-77";"73";"3904";"1";"7";"7";"7";"4";"6";"6";"7";"2";"-99";"24";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"7fba957f9796f113562998e7d1ac2677";"1";"0";"1687698317";"2023-06-25 13:05:17";"2023-06-25 13:06:30";"0000-00-00 00:00:00";"5";"0";"18";"54";"73";"63";"6658841"
"349";"0";"0";"33";"6658837";"-77";"149";"4150";"1";"5";"4";"5";"2";"5";"4";"2";"2";"-99";"22";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"ed44d28a04854eb59aa13fd644a62f8f";"1";"0";"1687707716";"2023-06-25 15:41:56";"2023-06-25 15:44:25";"0000-00-00 00:00:00";"17";"0";"72";"128";"149";"141";"6658841"
"357";"0";"0";"33";"6658837";"-77";"140";"3670";"1";"6";"7";"6";"6";"6";"7";"6";"1";"-99";"19";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"be23929138207594f7b6a32f2866f7dd";"1";"0";"1687762202";"2023-06-26 06:50:02";"2023-06-26 06:52:22";"0000-00-00 00:00:00";"12";"0";"47";"120";"140";"129";"6658841"
"358";"0";"0";"33";"6658837";"-77";"158";"3286";"1";"6";"2";"6";"2";"6";"4";"1";"2";"-99";"19";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6670219,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"7af3e9269ad5d390241a3cf335c2df48";"1";"0";"1687775264";"2023-06-26 10:27:44";"2023-06-26 10:30:22";"0000-00-00 00:00:00";"46";"102";"0";"139";"158";"145";"6658840"
"359";"0";"0";"33";"6658837";"-77";"178";"3340";"1";"5";"4";"5";"3";"4";"4";"3";"2";"-99";"29";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"6df3cc25e604d530a56a4adaafc31a35";"1";"0";"1687775318";"2023-06-26 10:28:38";"2023-06-26 10:31:36";"0000-00-00 00:00:00";"37";"94";"0";"157";"178";"168";"6658840"
"363";"0";"0";"33";"6658837";"-77";"108";"4465";"1";"5";"4";"4";"4";"4";"5";"2";"2";"-99";"23";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"c84b00e1e87f7c80e6f45a4834d9aa6e";"1";"0";"1687791851";"2023-06-26 15:04:11";"2023-06-26 15:05:59";"0000-00-00 00:00:00";"9";"38";"0";"90";"108";"99";"6658840"
"364";"0";"0";"33";"6658837";"-77";"173";"-77";"1";"6";"6";"6";"6";"6";"6";"6";"2";"-99";"39";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36";"https://l.facebook.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"47109fa0f35ea54608de80cc02449f08";"1";"0";"1687854010";"2023-06-27 08:20:10";"2023-06-27 08:23:03";"0000-00-00 00:00:00";"12";"0";"75";"147";"173";"160";"6658841"
"370";"0";"0";"33";"6658837";"-77";"59";"3505";"1";"5";"5";"5";"4";"4";"4";"5";"2";"-99";"20";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"8e8ff5d3eaa29ab016352f41a6860fcd";"1";"0";"1687880946";"2023-06-27 15:49:06";"2023-06-27 15:50:05";"0000-00-00 00:00:00";"6";"0";"23";"46";"59";"51";"6658841"
"374";"0";"0";"33";"6658837";"-77";"157";"5050";"1";"5";"5";"4";"3";"5";"5";"5";"2";"-99";"19";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"025970c40dc45acd4259e2aece4786f6";"1";"0";"1687883767";"2023-06-27 16:36:07";"2023-06-27 16:38:44";"0000-00-00 00:00:00";"9";"0";"65";"130";"157";"143";"6658841"
"375";"0";"0";"33";"6658837";"-77";"101";"3907";"1";"3";"3";"5";"2";"6";"2";"3";"2";"-99";"22";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"d62fc1a5fcc72161ff2986d9f4048215";"1";"0";"1687884412";"2023-06-27 16:46:52";"2023-06-27 16:48:33";"0000-00-00 00:00:00";"7";"45";"0";"85";"101";"92";"6658840"
"376";"0";"0";"33";"6658837";"-77";"95";"3472";"1";"3";"3";"3";"4";"3";"3";"1";"1";"-99";"23";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"269bc83be34b6bd0ee1863b94aaf97ac";"1";"0";"1687938464";"2023-06-28 07:47:44";"2023-06-28 07:49:19";"0000-00-00 00:00:00";"7";"35";"0";"73";"95";"78";"6658840"
"378";"0";"0";"33";"6658837";"-77";"90";"4429";"1";"7";"6";"5";"4";"6";"6";"3";"2";"-99";"21";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"a909164bc2df8e7bd260bd44322189e6";"1";"0";"1687946920";"2023-06-28 10:08:40";"2023-06-28 10:10:10";"0000-00-00 00:00:00";"6";"43";"0";"72";"90";"80";"6658840"
"381";"0";"0";"33";"6658837";"-77";"197";"-77";"1";"3";"3";"3";"1";"3";"1";"1";"1";"-99";"56";"1";"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G781B/G781BXXU6HWE6) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"abad344b75bcfc03191b38c174564c0c";"1";"0";"1687947212";"2023-06-28 10:13:32";"2023-06-28 10:16:49";"0000-00-00 00:00:00";"33";"0";"105";"167";"197";"177";"6658841"
"382";"0";"0";"33";"6658837";"-77";"118";"-77";"1";"7";"7";"7";"4";"7";"7";"6";"1";"-99";"37";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"4cc53c84ab798964fcb21e6f203eac4d";"1";"0";"1687949270";"2023-06-28 10:47:50";"2023-06-28 10:49:48";"0000-00-00 00:00:00";"20";"51";"0";"95";"118";"105";"6658840"
"383";"0";"0";"33";"6658837";"-77";"372";"-77";"1";"5";"6";"6";"6";"5";"6";"4";"2";"-99";"61";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6658840,6658840,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"72b39374a230c592656718384e42d9fc";"1";"0";"1687955442";"2023-06-28 12:30:42";"2023-06-28 12:36:54";"0000-00-00 00:00:00";"58";"257";"0";"337";"372";"353";"6658840"
"386";"0";"0";"33";"6658837";"-77";"108";"4579";"1";"5";"5";"4";"4";"4";"4";"3";"2";"-99";"21";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"04c1d13adb4ce25d2e8d5597755648e2";"1";"0";"1687962493";"2023-06-28 14:28:13";"2023-06-28 14:30:01";"0000-00-00 00:00:00";"6";"0";"45";"89";"108";"97";"6658841"
"387";"0";"0";"33";"6658837";"-77";"138";"-77";"1";"6";"7";"7";"6";"6";"6";"5";"2";"-99";"57";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"4adb4f84fc1b1fbe4c30310d6dc88377";"1";"0";"1687971318";"2023-06-28 16:55:18";"2023-06-28 16:57:36";"0000-00-00 00:00:00";"23";"0";"55";"116";"138";"128";"6658841"
"388";"0";"0";"33";"6658837";"-77";"166";"-77";"1";"7";"4";"6";"4";"7";"4";"2";"2";"-99";"41";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"80be91e7b2218dfd04cca93d3e9ab332";"1";"0";"1687972990";"2023-06-28 17:23:10";"2023-06-28 17:25:56";"0000-00-00 00:00:00";"26";"73";"0";"137";"166";"152";"6658840"
"389";"0";"0";"33";"6658837";"-77";"147";"3556";"1";"5";"4";"4";"2";"4";"4";"2";"2";"-99";"23";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.1 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"151535c3d8a9f3c92b7a5da9eced7f3b";"1";"0";"1687973623";"2023-06-28 17:33:43";"2023-06-28 17:36:10";"0000-00-00 00:00:00";"13";"0";"48";"115";"147";"132";"6658841"
"393";"0";"0";"33";"6658837";"-77";"158";"-77";"1";"6";"6";"6";"4";"6";"5";"7";"1";"-99";"44";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/113.2  Mobile/15E148 Safari/605.1.15";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"96bf4a3a1374cf2fa18e75f294ee7d9d";"1";"0";"1688026073";"2023-06-29 08:07:53";"2023-06-29 08:10:31";"0000-00-00 00:00:00";"16";"0";"76";"131";"158";"140";"6658841"
"397";"0";"0";"33";"6658837";"-77";"240";"4021";"1";"6";"4";"5";"4";"5";"4";"5";"2";"-99";"20";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.51";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"bea7f20bac2e08b1e0a97a03d3018caa";"1";"0";"1688039720";"2023-06-29 11:55:20";"2023-06-29 11:59:20";"0000-00-00 00:00:00";"42";"106";"0";"172";"240";"226";"6658840"
"398";"0";"0";"33";"6658837";"-77";"88";"3727";"1";"6";"5";"6";"5";"6";"5";"5";"2";"-99";"20";"1";"Mozilla/5.0 (Linux; Android 10; DBY-W09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.5615.135 Safari/537.36 OPR/75.2.3978.72468";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"4d5b6787c4b580d4c9789e9ab53cfb4d";"1";"0";"1688040313";"2023-06-29 12:05:13";"2023-06-29 12:06:41";"0000-00-00 00:00:00";"12";"34";"0";"69";"88";"77";"6658840"
"399";"0";"0";"33";"6658837";"-77";"181";"3292";"1";"7";"4";"7";"4";"7";"4";"6";"2";"-99";"26";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"3b1f8cf85c7509cf2c7fafbfd92379f4";"1";"0";"1688056694";"2023-06-29 16:38:14";"2023-06-29 16:41:15";"0000-00-00 00:00:00";"21";"0";"94";"161";"181";"171";"6658841"
"400";"0";"0";"33";"6658837";"-77";"462";"3376";"1";"6";"5";"6";"5";"6";"6";"3";"2";"-99";"33";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"1";"0";"-77";"-77";"9facd73bf18b7745774d4206b5043a27";"1";"0";"1688058541";"2023-06-29 17:09:01";"2023-06-29 17:16:44";"0000-00-00 00:00:00";"385";"0";"411";"444";"463";"453";"6658841"
"401";"0";"0";"33";"6658837";"-77";"141";"5095";"1";"4";"3";"3";"1";"3";"4";"4";"2";"-99";"19";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658840,6669991,6674846,6670219,6669990,6658837";"0";"1";"0";"-77";"-77";"ea9f847242ca068ef9a2ab4fe2b0a86a";"1";"0";"1688059552";"2023-06-29 17:25:52";"2023-06-29 17:28:13";"0000-00-00 00:00:00";"15";"102";"0";"122";"141";"128";"6658840"
"402";"0";"0";"33";"6658837";"-77";"124";"3310";"1";"3";"3";"3";"4";"3";"4";"5";"2";"-99";"30";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/114.0";"https://fu-berlin.sona-systems.com/";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"0";"0";"0";"-77";"-77";"02a7e10c6feaaae6e973b0b130ee1fe4";"1";"0";"1688114236";"2023-06-30 08:37:16";"2023-06-30 08:39:20";"0000-00-00 00:00:00";"11";"0";"68";"111";"124";"117";"6658841"
"405";"0";"0";"33";"6658837";"-77";"131";"-77";"1";"6";"6";"7";"5";"6";"6";"1";"1";"-99";"36";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"2fcb78bead8a7170993421b0a57e2a1a";"1";"0";"1688138197";"2023-06-30 15:16:37";"2023-06-30 15:18:48";"0000-00-00 00:00:00";"9";"0";"50";"105";"131";"119";"6658841"
"406";"0";"0";"33";"6658837";"-77";"132";"-77";"1";"4";"4";"4";"4";"4";"4";"3";"2";"-99";"40";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6658839,6669989,6658842,6658841,6669991,6674846,6670219,6669990,6658837";"1";"0";"0";"-77";"-77";"268b2f115088566920c3ac148ff0b421";"1";"0";"1688138576";"2023-06-30 15:22:56";"2023-06-30 15:25:08";"0000-00-00 00:00:00";"8";"0";"62";"108";"132";"123";"6658841"
